Customer_ID,Car_Model,Purchase_Date,Last_Service_Date,Mileage_at_Last_Service,Avg_Daily_Mileage,Returned_for_Service
45,Nissan,2018-06-21,2019-07-24,24648,58,0
46,Nissan,2022-11-19,2025-08-02,55133,28,1
47,Nissan,2019-03-09,2021-03-11,70677,54,0
48,Nissan,2023-10-08,2026-05-24,90135,32,0
49,Nissan,2016-10-08,2019-04-14,55046,34,0
50,Nissan,2020-08-30,2022-10-28,67064,37,0
51,Nissan,2022-11-28,2025-08-01,89350,52,0
52,Nissan,2021-01-23,2023-06-24,65893,25,1
53,Nissan,2018-07-21,2021-06-11,81272,46,0
54,Nissan,2021-09-01,2023-06-09,87649,42,1
55,Nissan,2016-08-23,2018-07-08,84674,46,0
56,Nissan,2021-06-21,2023-09-06,33760,53,0
57,Nissan,2020-08-23,2022-07-03,41927,57,1
58,Nissan,2015-08-30,2017-09-09,81367,33,0
59,Nissan,2020-08-03,2022-05-18,32588,55,0
60,Nissan,2022-09-25,2024-12-04,72233,27,1
61,Nissan,2022-02-25,2024-12-17,64738,54,0
62,Nissan,2023-01-24,2024-10-26,53397,38,0
63,Nissan,2018-09-25,2021-09-03,96367,49,0
64,Nissan,2020-11-09,2023-06-13,91260,33,1
65,Nissan,2018-10-22,2021-03-07,96619,39,1
66,Nissan,2023-03-23,2025-12-05,39816,44,1
67,Nissan,2019-01-18,2021-06-16,62240,59,1
68,Nissan,2021-12-31,2023-12-15,26276,43,0
69,Nissan,2017-02-14,2019-05-05,99530,33,0
70,Nissan,2015-02-04,2017-01-18,43499,45,1
71,Nissan,2021-03-03,2023-10-30,91635,57,0
72,Nissan,2023-08-19,2026-06-12,55946,42,0
73,Nissan,2020-05-09,2021-09-22,75204,41,0
74,Nissan,2019-05-05,2021-01-01,71886,38,0
75,Nissan,2023-06-01,2025-11-24,91652,22,1
76,Nissan,2017-10-18,2018-11-26,35563,38,0
77,Nissan,2022-02-26,2023-10-12,29847,28,0
78,Nissan,2018-02-03,2020-08-03,46155,47,0
79,Nissan,2019-02-09,2020-09-18,99671,39,1
80,Nissan,2016-12-03,2017-12-08,87278,26,0
81,Nissan,2021-09-15,2023-08-02,38309,33,0
82,Nissan,2022-08-09,2024-11-18,20619,28,1
83,Nissan,2019-04-29,2020-07-11,70108,38,1
84,Nissan,2015-06-11,2016-06-13,54707,33,0
85,Nissan,2015-07-21,2018-04-26,40337,57,0
86,Nissan,2020-06-04,2021-09-29,86504,55,0
87,Nissan,2017-09-22,2020-05-19,67614,59,0
88,Nissan,2021-05-06,2023-09-21,20281,36,0
89,Nissan,2017-03-26,2019-10-20,47420,49,0
90,Nissan,2016-03-31,2018-06-14,59030,28,0
91,Nissan,2018-06-29,2020-01-08,21058,52,0
92,Nissan,2017-10-13,2020-09-26,96260,44,1
93,Nissan,2021-06-01,2023-06-27,48404,33,1
94,Nissan,2022-07-30,2023-08-24,49856,30,1
95,Nissan,2015-12-04,2018-02-10,29200,54,0
96,Nissan,2017-05-28,2018-11-16,84178,33,0
97,Nissan,2017-12-12,2019-10-07,53997,49,1
98,Nissan,2017-03-02,2019-12-06,45611,23,0
99,Nissan,2021-03-14,2023-02-02,61235,23,0
100,Nissan,2017-02-02,2019-03-18,55057,47,0
101,Nissan,2021-02-13,2022-06-10,21239,27,1
102,Nissan,2016-01-15,2019-01-07,85661,21,1
103,Nissan,2016-05-07,2017-12-17,65272,41,0
104,Nissan,2023-07-10,2025-12-22,81212,35,0
105,Nissan,2018-03-26,2019-07-16,35398,48,1
106,Nissan,2020-08-24,2022-01-10,76503,49,0
107,Nissan,2015-03-06,2017-09-14,26638,31,1
108,Nissan,2022-01-12,2023-01-12,26570,54,1
109,Nissan,2018-09-29,2019-12-27,88785,30,1
110,Nissan,2018-02-26,2020-12-10,29110,40,0
111,Nissan,2020-07-20,2022-06-04,99141,40,0
112,Nissan,2022-05-19,2024-11-18,32115,24,0
113,Nissan,2019-02-04,2020-06-21,59062,39,1
114,Nissan,2023-08-01,2025-12-23,42911,56,1
115,Nissan,2018-03-08,2019-11-21,52556,22,0
116,Nissan,2019-03-03,2022-01-03,98131,52,0
117,Nissan,2022-03-25,2025-02-11,21969,28,1
118,Nissan,2016-01-27,2017-02-04,63753,28,1
119,Nissan,2019-08-26,2021-05-12,24470,23,1
120,Nissan,2016-02-23,2018-12-03,30225,54,0
121,Nissan,2021-05-25,2022-11-12,43196,36,0
122,Nissan,2016-01-14,2017-01-25,33669,53,1
123,Nissan,2019-12-02,2021-05-17,57380,43,1
124,Nissan,2021-03-28,2023-12-29,68320,51,0
125,Nissan,2023-05-24,2026-01-08,67414,20,0
126,Nissan,2020-09-19,2022-08-05,35577,27,0
127,Nissan,2023-06-27,2025-05-10,75409,42,0
128,Nissan,2020-12-22,2023-08-26,48625,59,0
129,Nissan,2015-07-20,2017-06-12,44089,31,1
130,Nissan,2020-02-07,2022-08-09,56487,31,0
131,Nissan,2017-02-18,2019-04-12,85838,34,1
132,Nissan,2023-02-25,2025-10-22,70138,38,0
133,Nissan,2023-07-02,2024-10-03,62823,45,1
134,Nissan,2023-07-17,2026-02-16,57208,48,1
135,Nissan,2016-05-17,2018-03-30,74061,41,0
136,Nissan,2021-09-20,2023-05-13,50659,59,0
137,Nissan,2019-10-18,2021-09-15,51890,40,0
138,Nissan,2017-03-15,2019-03-25,99134,57,0
139,Nissan,2020-11-16,2023-02-17,67055,39,1
140,Nissan,2022-06-24,2023-11-07,39508,48,1
141,Nissan,2020-03-10,2022-10-18,62287,23,0
142,Nissan,2022-08-05,2025-02-01,98916,26,0
143,Nissan,2019-04-20,2021-09-13,46984,47,0
144,Nissan,2017-08-18,2019-06-09,28125,47,1
145,Nissan,2022-04-14,2024-02-27,56059,23,0
146,Nissan,2019-01-25,2021-08-18,89569,41,0
147,Nissan,2022-05-14,2024-04-26,37087,31,1
148,Nissan,2017-10-25,2019-06-10,25704,22,1
149,Nissan,2016-05-17,2018-02-10,80576,41,0
150,Nissan,2022-09-15,2024-07-01,93384,21,1
151,Nissan,2016-02-02,2019-01-26,92460,43,0
152,Nissan,2017-05-20,2018-10-31,47208,53,0
153,Nissan,2022-10-13,2023-10-17,86024,46,1
154,Nissan,2016-01-28,2018-02-09,59882,20,1
155,Nissan,2015-07-26,2016-10-10,45923,27,0
156,Nissan,2017-11-04,2019-12-18,49165,42,0
157,Nissan,2020-02-25,2022-09-20,87203,57,0
158,Nissan,2023-01-18,2024-05-28,24114,25,0
159,Nissan,2019-01-24,2021-09-15,84965,41,0
160,Nissan,2017-05-13,2018-06-23,56321,44,0
161,Nissan,2022-08-22,2023-11-18,93297,37,0
162,Nissan,2016-07-17,2018-08-22,45426,36,1
163,Nissan,2017-10-17,2019-08-08,37772,31,1
164,Nissan,2015-04-06,2017-01-24,23712,25,1
165,Nissan,2020-04-07,2022-12-13,21367,45,0
166,Nissan,2019-10-24,2022-04-01,71924,46,1
167,Nissan,2021-12-07,2024-10-27,23726,27,1
168,Nissan,2021-03-28,2023-12-24,47723,38,1
169,Nissan,2022-08-28,2024-10-22,29108,20,1
170,Nissan,2019-08-06,2020-08-27,97714,48,1
171,Nissan,2023-11-17,2026-06-13,55643,54,0
172,Nissan,2016-06-24,2017-11-13,51324,59,0
173,Nissan,2017-11-25,2020-09-19,28927,33,1
174,Nissan,2022-01-16,2023-06-09,42443,54,1
175,Nissan,2018-03-29,2019-11-08,99973,39,1
176,Nissan,2019-09-19,2022-02-02,83449,32,0
177,Nissan,2023-08-24,2026-04-30,96743,57,0
178,Nissan,2019-12-25,2021-04-06,80233,27,0
179,Nissan,2022-03-10,2023-04-17,45537,39,1
180,Nissan,2022-06-22,2024-01-05,97576,52,0
181,Nissan,2022-02-17,2024-11-23,42612,45,0
182,Nissan,2019-05-17,2021-12-15,26471,58,0
183,Nissan,2023-05-19,2025-06-12,55631,40,0
184,Nissan,2022-05-17,2023-11-11,51348,28,1
185,Nissan,2017-03-06,2019-09-10,84732,43,1
186,Nissan,2017-11-17,2020-02-07,21177,56,1
187,Nissan,2019-07-02,2021-11-12,24760,36,0
188,Nissan,2018-09-25,2019-10-09,52779,43,1
189,Nissan,2020-06-04,2023-02-16,41636,40,0
190,Nissan,2018-09-16,2021-07-15,73551,58,1
191,Nissan,2019-07-22,2021-05-05,31556,58,0
192,Nissan,2019-03-10,2021-06-29,47598,32,0
193,Nissan,2020-07-31,2022-03-18,31563,30,1
194,Nissan,2019-02-05,2021-03-30,66819,38,1
195,Nissan,2021-02-15,2022-07-21,93770,30,0
196,Nissan,2018-11-09,2021-05-11,46966,32,1
197,Nissan,2018-11-01,2021-01-14,79889,20,0
198,Nissan,2018-07-30,2019-11-03,46987,59,0
199,Nissan,2022-05-04,2024-06-17,98714,38,0
200,Nissan,2022-04-29,2024-02-11,78348,31,0
201,Nissan,2017-08-30,2019-05-10,44596,27,0
202,Nissan,2019-11-04,2021-05-17,53174,27,0
203,Nissan,2018-07-06,2021-02-22,84106,31,0
204,Nissan,2016-12-10,2019-05-15,89967,52,1
205,Nissan,2019-01-19,2021-06-18,79182,45,0
206,Nissan,2018-12-05,2021-08-30,59310,58,1
207,Nissan,2016-10-10,2018-02-04,76088,47,0
208,Nissan,2015-11-14,2017-04-20,28906,24,1
209,Nissan,2018-06-11,2020-01-24,56914,27,0
210,Nissan,2016-11-14,2018-06-17,65379,44,0
211,Nissan,2016-10-25,2019-09-20,98612,46,0
212,Nissan,2020-06-21,2021-07-05,57650,42,0
213,Nissan,2019-06-20,2020-11-22,66881,49,0
214,Nissan,2019-02-04,2021-11-12,66413,42,1
215,Nissan,2018-02-10,2019-10-28,26012,39,1
216,Nissan,2020-01-28,2021-07-02,70115,37,1
217,Nissan,2019-03-01,2020-04-15,27151,37,1
218,Nissan,2021-10-25,2023-09-13,77716,21,0
219,Nissan,2016-07-17,2019-06-01,56378,23,0
220,Nissan,2018-07-15,2019-11-21,62652,49,0
221,Nissan,2023-09-20,2025-11-03,92430,52,0
222,Nissan,2019-06-25,2020-09-26,33467,55,0
223,Nissan,2023-03-19,2025-12-04,51010,37,0
224,Nissan,2023-08-19,2025-06-05,74691,56,0
225,Nissan,2016-11-29,2018-09-07,84157,38,0
226,Nissan,2020-11-30,2022-02-06,32289,47,1
227,Nissan,2015-01-02,2017-10-22,64976,59,1
228,Nissan,2016-10-03,2017-10-13,63596,39,0
229,Nissan,2021-03-17,2022-11-25,43171,52,1
230,Nissan,2019-05-09,2021-11-08,64139,31,1
231,Nissan,2017-05-04,2018-09-14,68713,34,0
232,Nissan,2019-10-26,2022-10-06,49734,58,0
233,Nissan,2021-08-29,2022-09-20,92588,21,0
234,Nissan,2019-07-20,2021-06-29,83646,48,1
235,Nissan,2018-02-27,2019-12-25,23654,29,1
236,Nissan,2017-12-12,2019-12-09,38743,21,0
237,Nissan,2019-09-04,2021-10-03,68368,30,0
238,Nissan,2022-08-09,2024-03-13,94172,32,0
239,Nissan,2019-08-23,2021-01-09,26441,29,0
240,Nissan,2019-09-30,2022-06-06,44611,33,0
241,Nissan,2018-12-10,2020-07-06,32149,37,1
242,Nissan,2021-04-13,2023-12-26,79189,28,1
243,Nissan,2017-04-15,2019-12-21,41675,58,1
244,Nissan,2015-07-22,2018-06-03,91031,47,1
245,Nissan,2023-11-30,2026-03-03,62668,22,1
246,Nissan,2015-05-03,2017-04-22,33673,39,0
247,Nissan,2016-02-05,2017-12-24,96666,25,1
248,Nissan,2017-02-05,2018-06-17,85429,46,0
249,Nissan,2015-10-21,2017-02-23,43669,21,1
250,Nissan,2021-05-16,2022-08-29,54068,48,0
251,Nissan,2023-01-10,2025-09-04,29435,57,1
252,Nissan,2015-07-17,2017-07-28,72249,22,0
253,Nissan,2023-04-18,2024-06-06,57384,35,0
254,Nissan,2020-04-14,2021-05-12,96153,49,0
255,Nissan,2022-08-31,2024-12-04,95388,59,0
256,Nissan,2020-12-31,2022-10-22,51401,21,1
257,Nissan,2016-08-31,2018-06-23,91831,36,1
258,Nissan,2023-12-17,2026-12-11,54084,31,0
259,Nissan,2018-02-21,2020-04-02,75826,54,0
260,Nissan,2015-07-06,2018-03-09,56451,20,0
261,Nissan,2021-11-16,2023-12-25,27227,34,0
262,Nissan,2019-11-30,2021-11-09,51910,45,0
263,Nissan,2016-10-21,2019-07-04,56041,56,1
264,Nissan,2022-09-12,2024-11-04,85681,40,0
265,Nissan,2023-03-22,2024-09-18,85481,50,0
266,Nissan,2020-05-09,2021-05-09,88576,44,0
267,Nissan,2021-09-16,2024-04-04,84174,42,0
268,Nissan,2018-10-01,2020-10-05,46160,43,0
269,Nissan,2020-06-09,2023-03-31,37633,57,1
270,Nissan,2019-03-15,2021-05-18,37014,47,0
271,Nissan,2015-05-27,2017-03-30,69104,40,0
272,Nissan,2023-10-25,2025-03-09,61621,37,0
273,Nissan,2022-12-21,2024-07-09,97231,55,0
274,Nissan,2019-10-01,2021-12-09,88388,54,0
275,Nissan,2020-01-18,2021-11-25,36014,28,1
276,Nissan,2016-05-03,2017-08-27,53755,57,1
277,Nissan,2023-02-24,2025-12-20,60390,49,0
278,Nissan,2020-05-13,2022-12-08,43711,53,0
279,Nissan,2019-07-22,2021-03-21,77993,51,0
280,Nissan,2022-02-11,2024-07-31,94696,22,0
281,Nissan,2021-07-13,2024-03-05,47213,22,1
282,Nissan,2022-12-29,2024-03-12,77784,47,1
283,Nissan,2016-10-02,2018-10-22,27421,34,0
284,Nissan,2019-12-08,2021-07-04,37727,42,0
285,Nissan,2021-11-25,2024-03-13,24358,59,0
286,Nissan,2020-05-23,2022-07-14,85108,30,1
287,Nissan,2021-01-07,2022-12-19,52117,51,1
288,Nissan,2018-12-09,2021-05-20,51910,55,0
289,Nissan,2019-06-23,2022-03-23,75754,52,0
290,Nissan,2015-09-20,2017-03-16,82438,43,1
291,Nissan,2019-11-23,2021-05-22,49371,58,0
292,Nissan,2020-12-31,2023-10-25,71501,53,0
293,Nissan,2021-07-21,2022-08-14,80946,47,0
294,Nissan,2016-09-15,2018-03-13,58467,56,1
295,Nissan,2017-10-13,2020-09-21,37625,26,0
296,Nissan,2017-05-30,2019-10-12,53893,23,0
297,Nissan,2020-08-11,2022-01-18,96329,56,1
298,Nissan,2023-01-23,2024-07-17,51007,20,0
299,Nissan,2018-08-20,2020-05-30,59532,20,0
300,Nissan,2021-04-20,2022-06-21,74253,39,0
301,Nissan,2016-03-28,2019-01-18,32323,38,0
302,Nissan,2023-07-06,2026-05-01,93379,48,1
303,Nissan,2018-03-29,2019-08-31,34210,29,0
304,Nissan,2023-05-21,2025-08-31,36456,37,0
305,Nissan,2020-08-18,2021-10-05,51367,47,0
306,Nissan,2023-09-06,2024-11-27,74624,54,1
307,Nissan,2019-08-10,2021-08-04,30106,50,1
308,Nissan,2022-11-03,2025-09-21,88008,46,0
309,Nissan,2021-03-05,2022-07-30,92240,30,0
310,Nissan,2018-02-28,2020-11-18,84315,57,1
311,Nissan,2016-02-08,2018-01-14,89249,24,0
312,Nissan,2021-01-08,2023-04-28,90587,27,1
313,Nissan,2020-10-02,2021-12-03,30756,53,1
314,Nissan,2023-09-27,2026-08-27,88011,31,1
315,Nissan,2019-08-24,2021-08-17,56378,57,0
316,Nissan,2016-09-19,2019-04-02,24255,20,0
317,Nissan,2016-08-09,2018-07-01,34484,50,1
318,Nissan,2019-07-07,2020-11-23,76549,23,0
319,Nissan,2018-12-14,2020-07-15,54503,24,0
320,Nissan,2018-12-16,2021-02-22,93794,49,1
321,Nissan,2015-04-14,2018-04-05,65113,43,1
322,Nissan,2015-09-11,2017-07-24,94069,22,0
323,Nissan,2023-09-19,2024-10-19,25249,30,0
324,Nissan,2022-01-01,2024-10-31,39201,23,0
325,Nissan,2019-02-05,2020-11-15,78576,45,1
326,Nissan,2015-04-09,2017-02-06,29686,46,1
327,Nissan,2021-01-09,2023-03-13,73363,46,0
328,Nissan,2020-02-28,2022-06-18,20661,25,0
329,Nissan,2023-02-09,2024-11-20,64843,34,1
330,Nissan,2020-04-03,2021-08-24,80963,49,0
331,Nissan,2017-05-27,2019-07-24,62828,56,0
332,Nissan,2015-12-04,2016-12-21,68604,56,1
333,Nissan,2022-11-09,2023-11-26,30526,56,0
334,Nissan,2023-11-09,2026-06-20,88910,54,1
335,Nissan,2017-08-14,2019-08-19,45592,42,0
336,Nissan,2019-09-01,2021-02-21,48982,25,0
337,Nissan,2015-06-10,2016-12-19,20207,23,1
338,Nissan,2019-05-23,2021-10-05,88619,37,0
339,Nissan,2022-10-19,2024-02-08,49328,28,1
340,Nissan,2016-02-02,2017-05-25,66479,48,0
341,Nissan,2018-07-24,2020-03-01,40103,32,0
342,Nissan,2017-03-26,2020-02-01,59891,36,0
343,Nissan,2019-03-08,2021-12-10,30754,51,0
344,Nissan,2020-04-03,2021-12-22,92982,41,0
345,Nissan,2018-11-16,2020-01-09,75922,23,0
346,Nissan,2018-03-04,2020-12-05,68231,24,0
347,Nissan,2018-05-03,2020-08-02,49301,56,0
348,Nissan,2016-02-05,2017-07-15,82711,32,1
349,Nissan,2016-10-01,2018-10-15,61323,53,1
350,Nissan,2023-07-02,2024-09-25,38752,41,1
351,Nissan,2022-06-28,2023-08-21,33395,42,0
352,Nissan,2016-04-04,2018-07-23,76273,22,0
353,Nissan,2017-08-12,2019-02-05,24895,53,1
354,Nissan,2016-04-14,2018-05-09,96559,51,0
355,Nissan,2017-11-11,2019-10-25,30699,40,0
356,Nissan,2022-08-29,2023-09-05,85061,40,1
357,Nissan,2019-08-21,2021-06-28,29715,30,1
358,Nissan,2020-09-16,2022-12-02,39169,58,0
359,Nissan,2021-03-27,2023-02-17,36163,23,0
360,Nissan,2016-07-16,2017-09-07,25782,20,1
361,Nissan,2021-10-21,2023-06-16,55585,47,0
362,Nissan,2019-12-05,2021-07-20,50682,43,1
363,Nissan,2020-09-05,2023-04-06,67864,54,1
364,Nissan,2015-08-14,2016-10-02,75114,32,1
365,Nissan,2017-03-08,2019-11-06,58067,53,0
366,Nissan,2021-05-20,2024-01-13,62685,30,0
367,Nissan,2023-01-05,2024-09-24,38073,55,1
368,Nissan,2017-08-17,2019-10-08,56035,36,1
369,Nissan,2019-02-13,2020-05-18,84977,54,1
370,Nissan,2016-03-28,2017-06-23,85450,37,0
371,Nissan,2023-05-26,2024-08-10,30382,59,0
372,Nissan,2017-03-26,2019-01-07,24437,41,1
373,Nissan,2016-10-20,2018-02-16,90971,43,1
374,Nissan,2016-06-30,2018-11-02,84612,38,1
375,Nissan,2018-04-30,2020-07-24,81929,56,1
376,Nissan,2023-07-18,2025-11-28,32329,58,0
377,Nissan,2015-01-17,2016-06-29,45169,40,1
378,Nissan,2023-11-18,2025-05-17,54594,27,1
379,Nissan,2018-05-28,2020-09-07,96957,47,0
380,Nissan,2021-01-14,2022-01-20,80631,24,1
381,Nissan,2021-11-29,2023-10-24,65033,36,0
382,Nissan,2017-12-05,2020-10-07,83133,56,0
383,Nissan,2022-01-09,2023-06-08,93165,55,1
384,Nissan,2020-11-16,2022-02-08,93861,38,0
385,Nissan,2019-11-04,2021-03-29,72290,46,0
386,Nissan,2017-11-26,2020-08-10,51750,53,0
387,Nissan,2021-05-16,2023-05-31,60461,30,0
388,Nissan,2021-12-19,2024-06-18,93800,31,0
389,Nissan,2015-10-29,2017-08-08,98222,40,0
390,Nissan,2015-06-30,2018-05-29,44226,30,1
391,Nissan,2016-08-29,2017-11-18,26721,58,0
392,Nissan,2023-09-06,2026-01-31,76154,47,0
393,Nissan,2016-11-30,2019-11-08,40609,24,0
394,Nissan,2017-09-19,2020-02-23,72130,36,1
395,Nissan,2018-02-13,2020-03-04,92909,39,0
396,Nissan,2015-07-10,2018-06-15,75249,31,1
397,Nissan,2021-04-19,2023-08-02,68895,25,1
398,Nissan,2017-09-07,2019-01-03,25656,36,1
399,Nissan,2023-02-23,2025-03-24,94520,38,0
400,Nissan,2020-06-29,2022-12-12,83740,45,1
401,Nissan,2018-03-30,2019-12-15,84309,51,0
402,Nissan,2015-05-08,2017-01-17,49984,25,1
403,Nissan,2020-08-27,2022-04-09,93822,55,1
404,Nissan,2019-12-22,2021-02-11,25901,57,0
405,Nissan,2019-10-25,2022-03-07,51552,30,0
406,Nissan,2022-02-26,2024-07-15,51055,52,0
407,Nissan,2016-07-23,2018-07-21,57685,43,1
408,Nissan,2018-09-08,2020-06-13,93965,42,0
409,Nissan,2020-03-10,2022-10-23,34716,34,0
410,Nissan,2022-06-26,2025-06-08,31138,46,0
411,Nissan,2016-09-17,2018-02-21,55298,30,1
412,Nissan,2022-12-11,2025-09-02,71112,36,1
413,Nissan,2019-08-14,2020-10-10,43429,33,1
414,Nissan,2023-03-29,2026-03-24,70200,46,1
415,Nissan,2015-06-04,2016-10-08,91308,37,0
416,Nissan,2021-12-12,2024-12-01,68244,47,0
417,Nissan,2018-11-10,2020-03-03,37347,23,1
418,Nissan,2017-02-23,2018-09-19,36920,26,0
419,Nissan,2023-09-11,2026-02-17,51822,54,0
420,Nissan,2015-09-03,2018-02-04,66659,28,0
421,Nissan,2023-11-22,2026-05-26,60108,27,0
422,Nissan,2023-07-08,2025-02-28,27967,36,0
423,Nissan,2019-02-09,2020-11-15,31871,36,1
424,Nissan,2019-09-02,2021-08-25,97452,52,0
425,Nissan,2022-09-07,2024-03-25,94270,51,0
426,Nissan,2016-06-21,2018-03-25,53613,27,0
427,Nissan,2020-03-05,2021-10-25,48179,38,1
428,Nissan,2020-01-16,2022-05-23,72188,57,0
429,Nissan,2017-07-09,2018-07-12,75099,22,1
430,Nissan,2021-09-21,2024-07-17,55262,24,1
431,Nissan,2016-06-08,2018-08-23,98213,32,0
432,Nissan,2022-11-15,2023-12-13,38268,50,1
433,Nissan,2019-03-10,2020-06-25,97866,35,1
434,Nissan,2023-01-29,2025-09-29,80545,51,1
435,Nissan,2015-02-05,2018-01-31,92146,41,1
436,Nissan,2016-11-15,2018-01-28,91966,48,0
437,Nissan,2015-01-20,2016-06-13,59922,41,0
438,Nissan,2021-06-26,2022-10-31,99364,22,0
439,Nissan,2022-01-03,2023-02-13,62913,29,0
440,Nissan,2016-02-04,2018-01-24,75677,40,1
441,Nissan,2022-05-25,2023-07-04,69841,35,0
442,Nissan,2017-08-29,2018-10-01,66332,31,1
443,Nissan,2020-03-21,2021-04-06,45032,21,1
444,Nissan,2021-11-23,2024-09-29,57846,43,1
445,Nissan,2018-03-12,2019-08-11,79474,54,1
446,Nissan,2018-01-20,2020-02-01,64936,49,0
447,Nissan,2017-04-13,2019-11-21,49794,49,0
448,Nissan,2019-12-29,2022-08-18,81588,54,0
449,Nissan,2022-08-06,2025-04-25,90984,38,0
450,Nissan,2020-06-05,2022-05-12,70331,27,0
451,Nissan,2017-05-03,2018-05-29,48141,45,0
452,Nissan,2015-02-20,2016-12-02,29074,59,1
453,Nissan,2016-07-28,2019-05-04,26406,26,0
454,Nissan,2023-12-06,2025-05-21,43291,49,0
455,Nissan,2018-02-22,2020-10-23,61568,26,1
456,Nissan,2021-01-06,2022-09-30,66851,22,0
457,Nissan,2021-06-19,2023-09-16,74823,20,0
458,Nissan,2022-03-02,2025-01-14,43312,55,1
459,Nissan,2021-06-10,2023-07-15,63108,44,1
460,Nissan,2019-09-12,2021-12-30,86918,56,1
461,Nissan,2016-11-12,2019-10-14,54171,20,0
462,Nissan,2017-04-17,2020-01-10,61779,34,1
463,Nissan,2017-12-13,2020-06-22,88828,56,1
464,Nissan,2023-05-09,2025-12-04,32411,32,0
465,Nissan,2021-10-27,2023-03-05,77009,59,1
466,Nissan,2022-04-14,2024-04-10,35422,27,1
467,Nissan,2023-04-29,2026-04-02,62468,24,0
468,Nissan,2021-04-30,2024-03-22,52371,28,0
469,Nissan,2023-07-22,2025-05-08,77022,20,1
470,Nissan,2019-05-15,2021-05-19,91229,55,1
471,Nissan,2023-05-10,2024-06-06,71196,54,0
472,Nissan,2015-01-05,2016-06-01,46715,21,1
473,Nissan,2018-01-31,2019-11-22,47605,59,0
474,Nissan,2018-05-04,2019-05-14,51174,42,0
475,Nissan,2017-02-12,2019-07-08,29956,28,0
476,Nissan,2017-05-26,2020-03-31,96373,53,1
477,Nissan,2017-09-18,2019-01-08,89252,33,1
478,Nissan,2023-01-10,2024-07-14,81949,23,0
479,Nissan,2015-02-16,2016-09-29,82646,49,0
480,Nissan,2022-12-24,2024-10-28,90017,50,0
481,Nissan,2022-11-10,2024-02-15,83037,57,1
482,Nissan,2023-03-03,2024-04-25,26548,30,1
483,Nissan,2022-05-27,2025-02-07,93294,54,1
484,Nissan,2015-09-26,2018-07-20,43177,27,1
485,Nissan,2016-01-05,2018-02-13,44022,22,1
486,Nissan,2016-09-27,2017-12-04,25542,33,0
487,Nissan,2018-02-03,2019-12-11,80428,32,0
488,Nissan,2019-08-21,2021-06-04,42740,51,0
489,Nissan,2019-08-10,2022-02-07,79353,53,1
490,Nissan,2016-10-18,2018-03-14,76532,38,1
491,Nissan,2015-04-30,2017-08-08,36052,57,0
492,Nissan,2017-04-10,2018-12-09,67076,35,1
493,Nissan,2019-12-16,2022-04-19,73420,21,0
494,Nissan,2017-12-17,2020-05-06,20671,59,0
495,Nissan,2020-05-28,2022-05-27,20163,36,1
